"","id","longer_leave","length_illparent","length_illchild","length_own","prop_pay","unaffordable","take_bond","take_matdis","take_illparent","take_illchild","take_illspouse","take_own","emp_size","num_emp","paid_hrly","nochildren","lnfaminc","faminc","lnearn","fem_cu6","fem_c617","fem_cu6and617","fem_nochild","age","a_age","widowed","divorced","hiemp","separated","nevermarried","male","female","agesq","ltHS","someCol","BA","GradSch","black","white","asian","other","hisp","OCC","occ_1","occ_2","occ_3","occ_4","occ_5","occ_6","occ_7","occ_8","occ_9","occ_10","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","weeks_worked","WAGP","WKHP","PWGTP","PWGTP1","PWGTP2","PWGTP3","PWGTP4","PWGTP5","PWGTP6","PWGTP7","PWGTP8","PWGTP9","PWGTP10","PWGTP11","PWGTP12","PWGTP13","PWGTP14","PWGTP15","PWGTP16","PWGTP17","PWGTP18","PWGTP19","PWGTP20","PWGTP21","PWGTP22","PWGTP23","PWGTP24","PWGTP25","PWGTP26","PWGTP27","PWGTP28","PWGTP29","PWGTP30","PWGTP31","PWGTP32","PWGTP33","PWGTP34","PWGTP35","PWGTP36","PWGTP37","PWGTP38","PWGTP39","PWGTP40","PWGTP41","PWGTP42","PWGTP43","PWGTP44","PWGTP45","PWGTP46","PWGTP47","PWGTP48","PWGTP49","PWGTP50","PWGTP51","PWGTP52","PWGTP53","PWGTP54","PWGTP55","PWGTP56","PWGTP57","PWGTP58","PWGTP59","PWGTP60","PWGTP61","PWGTP62","PWGTP63","PWGTP64","PWGTP65","PWGTP66","PWGTP67","PWGTP68","PWGTP69","PWGTP70","PWGTP71","PWGTP72","PWGTP73","PWGTP74","PWGTP75","PWGTP76","PWGTP77","PWGTP78","PWGTP79","PWGTP80","FER","WKW","COW","ESR","partner","ndep_kid","ndep_old","empgov_fed","empgov_st","wkhours","empgov_loc","weeks_worked_cat","length_illspouse","length_matdis","length_bond","pay_schedule","total_length","total_leaves","exhausted_by","eligworker","benefit_prop","benefit_prop_temp","particip","orig_len_own","orig_len_illspouse","orig_len_illchild","orig_len_illparent","orig_len_matdis","orig_len_bond","extend_flag","fmla_constrain_flag","particip_length","plen_own","plen_illspouse","plen_illchild","plen_illparent","plen_matdis","plen_bond","DI_plen","PFL_plen","base_benefits","base_leave_pay","actual_leave_pay","actual_benefits","bene_effect_flg","topoff_flg","reduce","ptake_PFL","ptake_DI","bene_DI","bene_PFL","bene_own","ptake_own","bene_illspouse","ptake_illspouse","bene_illchild","ptake_illchild","bene_illparent","ptake_illparent","bene_matdis","ptake_matdis","bene_bond","ptake_bond"
"122",336,0,0,0,0,0,1,0,0,0,0,0,0,255,1,1,0,11.9037932887321,147826.310924273,11.1908434808759,0,1,0,0,41,41,0,0,1,0,0,0,1,1681,0,1,0,0,0,1,0,0,0,4010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,75000,40,13,17,13,13,3,13,21,12,4,3,13,13,3,23,13,21,21,12,21,3,13,11,14,15,3,12,18,11,4,3,12,12,3,24,15,24,20,14,23,4,13,12,12,12,22,13,4,12,22,20,12,13,24,4,13,4,4,13,4,22,12,13,14,14,19,12,3,13,21,17,11,13,20,4,14,5,4,14,4,23,13,2,1,1,1,0,1,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",340,0,0,0,19,1,0,0,0,0,0,0,1,33882,1,1,1,11.6895965234077,119323.852282011,10.9676999295617,0,0,0,1,50,50,0,0,1,0,0,0,1,2500,0,0,1,0,0,1,0,0,0,726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,60000,45,9,2,3,2,10,9,9,11,9,15,14,17,10,3,10,18,11,11,17,10,17,15,14,16,10,9,9,10,11,2,2,3,9,19,9,3,9,10,3,11,18,14,14,16,10,10,8,10,11,3,3,2,10,17,9,3,10,11,3,10,3,3,2,3,10,11,7,11,9,17,15,16,11,3,9,16,9,10,16,10,2,2,1,2,1,0,0,0,0,0,45,0,51,0,0,0,"all pay, all weeks",19,1,NA,1,0.6,0.7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384.61538461538,4384.61538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",341,1,0,0,0,1,0,0,0,0,0,0,0,304,1,0,1,11.6895965234077,119323.852282011,11.0164900937312,NA,NA,NA,NA,47,47,0,0,1,0,0,1,0,2209,0,0,0,1,0,1,0,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,63000,40,12,3,4,3,12,12,10,12,11,22,20,20,12,4,12,20,13,13,19,11,21,21,16,19,12,12,11,11,15,2,3,3,11,23,12,4,11,13,4,11,22,19,18,20,13,13,11,13,14,3,4,3,12,19,10,4,11,12,4,11,3,4,3,3,15,13,9,11,13,19,17,22,12,4,12,19,9,12,22,12,3,NA,1,2,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",347,0,10,0,0,0.625,0,0,0,1,0,0,0,169,1,0,0,11.2187129449874,10000,9.17594046033367,0,0,0,1,30,30,0,0,0,0,1,0,1,900,0,0,0,1,0,1,0,0,0,1300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,10000,50,10,12,3,20,17,11,11,11,3,11,17,8,18,21,3,13,3,10,10,4,12,11,4,18,16,11,11,11,3,11,22,11,17,18,4,11,3,12,10,3,9,13,3,18,16,10,11,10,3,12,21,11,20,18,3,13,3,12,9,3,10,11,2,21,19,10,10,10,3,11,21,12,17,20,3,10,3,10,12,3,11,2,5,1,1,0,0,0,0,0,50,0,20,0,0,0,"some pay, all weeks",10,1,NA,0,0.4,0.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",351,1,0,0,0,0,0,0,0,0,0,0,0,68594,1,1,1,10.9457950941737,56715.0617729074,10.428703428829,NA,NA,NA,NA,24,24,0,0,1,0,0,1,0,576,0,0,1,0,0,1,0,0,0,6660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,35000,45,15,12,16,26,20,16,4,25,4,4,15,14,32,23,4,19,13,12,5,15,27,16,15,27,14,13,4,20,5,4,17,15,22,25,4,13,14,14,5,12,23,11,15,26,14,16,4,24,5,6,18,16,24,23,5,13,18,15,3,15,25,13,11,26,13,14,4,28,4,4,17,16,32,31,4,14,14,12,4,17,26,NA,1,1,1,0,0,0,0,0,45,0,51,0,0,0,"no pay",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",352,0,0,0,0,0,1,0,0,0,0,0,0,23960,1,1,1,10.9457950941737,56715.0617729074,10.0388304154807,0,0,0,1,25,25,0,0,1,0,0,0,1,625,0,0,1,0,0,1,0,0,0,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,23700,35,17,15,17,32,21,17,5,27,6,5,18,15,32,32,5,18,20,18,6,18,26,18,16,32,20,19,4,28,6,5,19,18,26,29,5,18,18,16,5,17,26,15,15,31,18,15,5,35,6,6,21,18,30,31,5,15,19,17,5,18,29,14,16,33,17,18,7,38,5,5,18,16,31,33,5,20,16,18,6,18,33,2,1,2,1,0,0,0,0,0,35,0,51,0,0,0,"no pay",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",355,0,0,0,68,1,0,0,0,0,0,0,1,677,1,0,0,11.2187129449874,52000,10.824599085921,0,0,0,1,30,30,0,0,1,0,0,0,1,900,0,0,1,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,52000,60,50,45,48,59,12,55,14,58,59,14,62,92,16,18,74,46,42,84,48,72,101,46,57,47,15,46,14,59,42,16,53,81,15,13,72,47,47,73,54,79,14,52,49,48,83,51,77,48,53,96,48,15,87,71,14,58,53,15,61,16,14,47,48,51,75,56,82,40,51,74,45,16,95,90,15,43,58,15,48,15,93,2,1,1,1,1,0,1,0,0,60,0,51,0,0,0,"all pay, all weeks",68,1,NA,1,0.6,0.7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",356,1,11,0,0,0,0,0,0,1,0,0,0,15780,1,0,0,11.2187129449874,33000,10.3698629288061,0,0,0,1,54,54,0,0,1,0,0,0,1,2916,0,0,0,0,0,1,0,0,0,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,33000,40,23,24,23,25,7,24,6,26,23,7,26,42,8,8,41,25,23,41,23,39,53,21,25,24,6,25,6,24,23,6,24,42,7,6,37,23,21,36,27,43,7,26,24,23,42,25,40,23,25,37,24,5,41,42,7,25,23,6,27,8,6,23,23,23,40,26,39,23,25,35,23,7,44,42,7,25,25,7,22,7,41,NA,1,1,1,1,0,1,0,0,40,0,51,0,0,0,"no pay",11,1,NA,1,0.5,0.7,1,0,0,0,1,0,0,1,0,6,0,0,0,6,0,0,0,6,380.769230769231,0,0,380.769230769231,0,0,1,1,0,0,380.769230769231,0,0,0,0,0,0,380.769230769231,1,0,0,0,0
"130",357,1,0,0,0,0,1,0,0,0,0,0,0,250,1,1,0,11.2187129449874,13000,9.43830472480116,NA,NA,NA,NA,67,67,0,0,0,0,0,1,0,4489,0,1,0,0,0,1,0,0,0,3420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,13000,18,25,25,26,27,8,25,7,28,26,7,29,44,9,8,41,24,22,43,24,40,54,23,24,24,6,23,7,24,23,7,23,40,7,8,41,24,24,39,29,48,8,28,27,24,40,28,44,23,25,41,25,6,41,45,7,26,23,6,27,8,8,24,27,25,40,26,48,26,26,41,23,8,40,45,7,26,30,7,21,7,43,NA,1,1,1,1,0,1,0,0,18,0,51,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",358,0,0,0,0,1,1,0,0,0,0,0,0,47107,1,0,0,11.6707974409748,117101.626692954,11.5273157174971,NA,NA,NA,NA,44,44,0,0,1,0,0,1,0,1936,0,0,1,0,0,0,0,0,1,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,105000,40,17,14,24,16,19,25,17,20,4,6,30,32,7,18,27,6,5,14,22,29,16,21,15,18,15,4,20,21,24,30,5,5,23,13,5,25,27,17,17,5,17,20,21,22,20,34,19,18,6,5,30,25,4,16,25,5,5,18,15,24,13,14,22,19,19,4,13,16,34,26,5,5,39,20,5,27,29,22,17,4,18,NA,1,1,1,0,2,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",369,0,0,0,2,0,0,0,0,0,0,0,1,682,1,0,1,11.0825156039903,65024.2531059057,10.2267620851654,NA,NA,NA,NA,32,32,0,0,1,0,1,1,0,1024,0,0,1,0,0,1,0,0,0,2810,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,28600,35,14,4,5,25,13,17,4,22,14,14,18,12,11,23,14,14,12,22,4,4,13,21,29,5,12,12,24,4,14,14,4,13,12,4,13,14,17,4,23,25,14,4,4,21,13,13,4,23,13,12,23,14,12,22,12,12,15,27,4,4,14,21,24,3,15,14,21,3,12,16,4,13,12,4,16,14,17,4,23,19,13,NA,1,1,1,0,0,0,0,0,35,0,51,0,0,0,"no pay",2,1,NA,0,0.5,0.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",371,0,0,0,0,0,0,0,0,0,0,0,0,73738,1,1,0,11.2187129449874,6000,8.66511483656768,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,1,0,0,0,1010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,6000,15,15,2,2,29,16,2,29,28,14,16,3,15,16,15,16,2,16,16,28,29,15,2,2,27,15,2,29,28,15,15,2,16,15,16,14,2,14,16,29,29,15,27,29,2,15,29,3,2,15,15,27,15,15,15,16,29,16,15,2,2,14,28,27,2,16,30,2,2,16,15,30,15,15,15,16,29,17,16,3,3,15,2,3,1,2,0,0.378571428571429,0.221428571428571,0,0,15,0,43.5,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",375,0,0,0,0,0,0,0,0,0,0,0,0,36,2,1,0,11.1360352443809,68599.1377491725,9.86908764089361,1,0,0,0,24,24,0,1,0,0,0,0,1,576,0,0,0,0,0,0,0,0,1,4010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,20000,40,43,29,73,53,29,48,44,30,47,22,23,44,45,57,45,50,58,39,39,23,63,18,54,29,51,67,28,23,25,25,22,66,55,54,53,51,51,48,60,14,38,22,38,31,53,86,44,18,41,18,23,45,59,74,62,45,77,50,30,29,53,14,49,54,30,51,45,28,41,15,21,50,54,47,33,63,49,40,63,26,37,2,1,1,1,0,1,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",377,0,0,0,0,0,1,0,0,0,0,0,0,32,1,1,0,11.1360352443809,68599.1377491725,10.428703428829,NA,NA,NA,NA,26,26,0,1,1,0,0,1,0,676,0,0,0,0,0,1,0,0,0,6230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,35000,40,56,22,59,39,46,95,53,16,46,15,19,77,47,75,58,56,91,80,72,20,54,16,53,56,54,86,45,22,56,17,18,103,55,100,71,58,92,83,87,14,51,13,63,48,61,99,55,27,45,20,20,89,79,73,58,75,85,62,97,22,52,24,55,48,49,94,49,18,75,16,14,54,50,79,59,50,71,49,64,20,39,NA,3,1,1,0,1,0,0,0,40,0,43.5,0,0,0,"no pay",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",378,0,0,0,0,1,0,0,0,0,0,0,0,36031,1,1,0,11.2187129449874,59000,10.9508928112453,0,0,0,1,72,72,0,1,1,0,0,0,1,5184,0,1,0,0,0,1,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,59000,40,10,3,3,10,14,2,14,8,11,10,9,10,10,3,15,10,11,16,15,9,12,9,10,2,12,10,12,3,17,18,18,18,3,11,10,15,3,10,11,3,18,19,16,12,3,15,3,9,11,11,9,10,12,17,3,11,10,2,3,8,10,11,11,15,10,9,10,18,3,3,3,3,15,9,9,3,16,9,11,18,2,NA,1,1,1,0,0,1,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",379,0,0,0,0,0,0,0,0,0,0,0,0,27019,1,1,0,11.2187129449874,70000,11.121850609389,NA,NA,NA,NA,27,27,0,0,1,0,1,1,0,729,0,0,1,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,70000,45,18,20,21,5,6,16,27,20,25,5,24,18,30,17,5,6,17,24,19,18,5,31,6,15,19,6,16,6,16,16,22,33,16,32,20,17,26,17,4,31,17,14,15,30,33,21,5,17,6,26,7,14,6,14,28,30,21,6,13,18,29,5,24,20,16,33,18,32,18,17,18,4,18,5,17,16,5,18,30,6,16,NA,1,1,1,0,0,0,0,0,45,0,51,0,0,0,"no pay",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",381,0,1,0,0,1,1,0,0,1,0,0,0,32447,1,0,0,11.2187129449874,54000,10.8623394139039,NA,NA,NA,NA,41,41,0,0,1,0,1,1,0,1681,0,0,0,1,0,1,0,0,0,3230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,54000,40,13,3,14,23,3,4,20,15,13,21,13,23,14,13,11,4,13,4,12,15,4,19,14,4,19,22,4,12,11,4,13,3,13,13,13,23,11,22,11,12,4,23,11,4,19,23,4,11,13,3,15,4,13,11,11,23,13,23,12,14,26,4,14,20,4,3,22,13,13,20,12,23,15,14,12,4,13,4,13,12,21,NA,1,2,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",1,1,NA,1,0.6,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.764705882353,211.764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",382,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,11.2187129449874,25000,10.0922311922078,0,0,0,1,27,27,0,0,1,0,1,0,1,729,0,1,0,0,0,1,0,0,0,3649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,25000,30,14,13,22,13,13,12,23,20,25,6,15,4,15,12,13,4,3,21,14,5,19,5,10,6,7,27,13,19,12,12,17,11,28,3,5,18,11,14,19,15,21,10,21,15,15,13,24,20,19,5,15,7,10,12,14,3,4,19,15,5,10,5,15,6,6,27,13,19,12,15,26,12,22,4,5,15,14,12,18,11,34,2,1,1,1,0,0,0,0,0,30,0,51,0,0,0,"no pay",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",383,1,5,0,0,0,0,0,0,1,0,0,0,7,1,1,0,11.2187129449874,38000,10.510941527066,0,0,0,1,27,27,0,0,0,0,1,0,1,729,0,1,0,0,0,1,0,0,0,3640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,38000,40,14,16,20,13,14,11,22,14,23,8,14,4,18,12,15,4,3,26,15,5,13,5,11,5,6,27,14,18,14,14,17,11,32,3,5,15,10,17,22,14,24,11,24,20,13,14,24,24,23,4,16,5,11,15,15,4,4,17,15,6,14,5,16,7,7,23,12,21,11,15,22,11,16,5,6,11,12,15,24,12,31,2,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",5,1,NA,1,0.5,0.7,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",384,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,0,11.2187129449874,30000,10.2745527490018,0,0,0,1,27,27,0,0,0,0,1,0,1,729,0,1,0,0,0,1,0,0,0,5400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,30000,38,14,13,21,13,13,11,23,20,25,6,14,4,16,12,12,4,4,21,14,6,19,5,11,5,6,26,14,20,11,12,17,10,27,4,4,18,10,14,19,15,22,12,21,15,14,13,23,21,19,4,15,7,12,13,14,3,4,19,15,6,11,5,14,6,6,26,13,20,11,16,26,11,21,5,5,14,15,13,18,11,34,2,1,1,1,0,0,0,0,0,38,0,51,0,0,0,"no pay",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",386,0,0,0,0,1,0,0,0,0,0,0,0,434,1,1,1,11.4785255533277,96618.5038720739,9.17594046033367,NA,NA,NA,NA,76,76,0,0,1,0,0,1,0,5776,0,0,0,1,0,1,0,0,0,2100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,10000,45,10,11,12,15,11,18,11,11,18,10,3,16,21,4,11,10,3,9,2,10,19,10,12,2,10,4,10,11,3,9,18,3,3,16,11,11,16,10,17,10,3,10,10,14,10,20,12,11,18,11,3,17,18,3,10,10,3,9,2,11,17,11,11,3,9,3,10,10,3,11,19,3,3,16,9,12,18,11,18,12,3,NA,1,1,1,0,0,2,0,0,45,0,51,0,0,0,"all pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",387,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,11.2187129449874,26200,10.1391147781067,0,0,0,1,21,21,0,0,1,1,0,0,1,441,0,0,1,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,26200,39,22,20,24,21,6,29,15,32,8,36,37,15,22,8,6,36,33,42,14,35,31,26,17,24,35,26,21,7,46,4,6,15,22,33,26,8,24,28,25,9,24,32,23,20,43,25,17,7,46,6,8,22,20,32,31,9,23,27,17,5,6,23,19,22,8,20,19,32,9,38,29,22,29,6,7,37,26,23,25,36,4,2,1,1,1,0,0,0,0,0,39,0,51,0,0,0,"no pay",1,1,NA,0,0.5,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",388,0,0,0,0,1,1,0,0,0,0,0,0,52963,1,0,0,11.2187129449874,102000,11.4983281806239,0,0,0,1,36,36,0,1,1,0,0,0,1,1296,0,0,1,0,0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,102000,50,36,29,29,39,14,40,30,60,10,72,60,36,29,11,11,65,40,44,36,56,53,37,36,45,65,39,28,10,76,10,13,28,27,60,49,11,37,40,35,12,50,30,33,33,62,51,36,15,56,10,13,35,32,59,61,12,35,41,29,9,8,35,36,36,11,41,33,59,12,59,57,32,45,11,14,48,35,47,33,53,10,2,1,1,1,0,0,0,0,0,50,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",389,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,13.0939455374394,485991.074476532,12.9088367998644,NA,NA,NA,NA,32,32,0,0,1,0,0,1,0,1024,0,0,1,0,0,1,0,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,418000,40,31,20,27,54,12,40,27,10,7,10,37,47,11,32,30,26,34,55,59,37,33,30,29,67,11,60,25,11,10,10,34,56,10,26,24,33,35,53,43,34,33,32,40,10,55,9,29,39,52,41,24,12,46,32,38,27,37,8,10,30,34,42,36,9,58,10,39,42,50,60,24,11,43,35,32,27,30,9,10,29,31,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",390,0,0,0,248,1,0,0,0,0,0,0,1,843,1,0,1,13.0939455374394,485991.074476532,11.3160066238299,0,0,0,1,30,30,0,0,1,0,0,0,1,900,0,0,0,1,0,1,0,0,0,1450,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,85000,45,38,32,32,51,13,59,38,12,10,10,39,63,11,39,37,35,36,58,74,43,37,44,32,89,11,63,32,13,12,14,40,70,11,37,36,59,41,64,47,33,40,46,49,15,69,10,36,53,63,56,26,11,55,35,43,34,46,11,13,42,42,44,43,12,70,11,37,61,67,69,34,11,49,43,38,30,35,13,11,34,36,2,1,1,1,0,0,0,0,0,45,0,51,0,0,0,"all pay, all weeks",248,1,NA,1,0.6,0.7,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81076.9230769231,81076.9230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",393,0,0,0,20,0,0,0,0,0,0,0,1,89,1,1,0,11.2187129449874,5700,8.61382154218013,NA,NA,NA,NA,19,19,0,0,0,0,1,0,1,361,0,0,0,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,5700,22,18,18,32,17,17,31,17,31,2,3,17,17,18,32,17,2,18,3,3,33,16,18,2,16,17,3,17,2,31,32,18,17,17,3,16,30,15,31,33,3,17,17,3,17,17,3,17,2,30,31,16,17,17,3,17,32,17,30,32,2,16,17,31,19,18,33,17,33,3,2,18,17,16,31,17,3,18,3,3,33,16,2,1,1,1,0,0.378571428571429,0.221428571428571,0,0,22,0,51,0,0,0,"no pay",20,1,NA,0,0.4,0.7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",395,0,0,0,0,1,1,0,0,0,0,0,0,87348,1,1,1,11.7347169586881,124831.107002719,11.4785255533277,NA,NA,NA,NA,68,68,0,0,1,0,0,1,0,4624,0,1,0,0,0,1,0,0,0,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,100000,40,8,3,7,14,10,10,15,7,3,2,2,8,8,9,9,9,17,15,14,8,14,12,9,3,7,8,3,8,14,14,16,8,8,9,9,7,3,2,3,9,2,3,10,17,8,9,14,7,3,3,2,9,9,9,10,9,13,16,14,9,15,14,9,3,7,8,3,8,13,13,15,6,8,9,8,8,2,3,2,9,2,NA,1,1,1,0,0,1,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
